Entry_id,Title,Description,Published Date,Location,URL
h1452524,Koncernregnskabschef,Har du solid regnskabsmæssig ekspertise Og er du typen som motiveres af kompleksitet med et forkromet overblik analytisk sans og dybdegående forretningsforståelse,2024-03-15,Brøndby,https://www.jobindex.dk/vis-job/h1452524
h1452520,SOP Specialist,I virksomheden producerer vi fejemaskiner og slamsugere og har store ambitioner i forhold til at være de bedste på markedet ,2024-03-15,Silkeborg,https://www.jobindex.dk/vis-job/h1452520
h1452515,Tag styringen som traktorfører i Arkil,Trives du i arbejdet udenfor og har du erfaring med at køre traktor så kontakt formand Bjarke Faramarzi på tlf 24 94 62 97 da vi mangler lige netop dig ,2024-03-15,Hasselager,https://www.jobindex.dk/vis-job/h1452515
h1452514,Tilbudschef,DP ventilation ønsker at fortsætte den digitale omstilling og vækstrejse af virksomheden Vi tror på at vores mangeårige erfaring i branchen kombineret med en villighed til innovative løsninger skal være løftestangen til at fortsætte vores vækstrejse og forbedre vores markedsposition i takt med byggebranchens nye og stigende krav til kvalitet og bæredygtighed,2024-03-15,Risskov,https://www.jobindex.dk/vis-job/h1452514
h1452511,Bliv finanselev i et hus fuld af muligheder,Er du ambitiøs og ansvarsfuld og er du klar til at indlede en karriere i finansbranchen inden for forsikring Er du klar til at blive en del af en spændende organisation i kraftig vækst hvor tillid ambitioner og trivsel står øverst på agendaen og hvor hverdagen er fyldt med en masse ny læring,2024-03-15,Ballerup,https://www.jobindex.dk/vis-job/h1452511
h1452508,Indkøber,Søger du et internationalt miljø hvor du har stor indflydelse på din egen hverdag,2024-03-15,Rødekro,https://www.jobindex.dk/vis-job/h1452508
h1452505,Serialization Process Specialist,Are you an experienced project manager and have experience with serialization and aggregation in pharmaceutical packaging,2024-03-15,Kvistgård,https://www.jobindex.dk/vis-job/h1452505
h1452503,Automekaniker,Vi har rygende travlt og mangler produktive hænder,2024-03-15,Kongens Lyngby,https://www.jobindex.dk/vis-job/h1452503
h1452500,Graduate Relationship Manager Sønderjylland og Transport Erhverv,Har du interesse for erhverv og kunne du tænke dig at blive specialist indenfor finansiering af gods og persontransport i hele Danmark,2024-03-15,Silkeborg,https://www.jobindex.dk/vis-job/h1452500
h1452499,Studentermedhjælper til kommunikations og marketingafdeling,Er du en dygtig formidler med styr på retskrivningen rutineret i Officepakken og hurtig til at sætte dig ind i nye programmer,2024-03-15,Århus C,https://www.jobindex.dk/vis-job/h1452499
h1452487,CFO  en helt central rolle i en markedsledende virksomhed,Vi leder efter dig der er strategisk business partner for CEO servicerer forretningen på tværs af landegrænser og samtidig er den dygtige driftsøkonomiske håndværker ,2024-03-15,Aarhus C,https://www.jobindex.dk/vis-job/h1452487
h1452476,Salgskonsulent Midtjylland,Vil du være en del af et firma som er ved at gennemgå den hidtil største forandring i historien,2024-03-15,unknown,https://www.jobindex.dk/vis-job/h1452476
h1452475,Marketing og Indkøbschef,Du skal stå for planlægning styring og ledelse af både marketing og indkøbsafdelingerne,2024-03-15,Odense SØ,https://www.jobindex.dk/vis-job/h1452475
h1452474,Produktudvikler,Vil du gerne arbejde i n af landets førende kosmetikvirksomheder og være med til at udvikle milde og miljørigtige hudplejeprodukter til spændende kunder i Danmark og udland,2024-03-15,Fårup,https://www.jobindex.dk/vis-job/h1452474
h1452467,Nærværende tydelig og fleksibel pædagog,Vi søger en socialpædagog,2024-03-15,Oure,https://www.jobindex.dk/vis-job/h1452467
h1452466,Unidrain søger marketinginteresseret kontorelev,Kender du allerede lidt til marketing Kan du lide at arbejde tæt sammen med et team af stærke kollegaer og har du lyst til at lære mere om alle de ting inden for marketing du endnu ikke kender til Så har vi en åben kontorelevplads med fokus på marketing der kunne være noget for dig,2024-03-15,Glostrup,https://www.jobindex.dk/vis-job/h1452466
h1452462,Procurement Specialist,Do you want to be part of an international company where you will get a central role Then maybe you are the employee we are looking for,2024-03-15,Esbjerg V,https://www.jobindex.dk/vis-job/h1452462
h1452456,Bliv industri og spuleoperatør hos SydSlam   En del af SERWENT,,2024-03-15,Hvidovre,https://www.jobindex.dk/vis-job/h1452456
h1452455,Quality Coordinator,DanFoam er Tempur Sealys centrale produktionsenhed til det internationale marked Virksomheden udvikler producerer og håndterer et enestående produktprogram bestående af puder madrasser sengesystemer og accessories som sælges i mere end 90 lande,2024-03-15,Aarup,https://www.jobindex.dk/vis-job/h1452455
h1452453,Business Solution Manager til Skandinaviens største fragtportal,Er du kendt for din store forretningsforståelse din løsningsorienterede arbejdsstil og din proaktive salgsindsats ,2024-03-15,Nørresundby,https://www.jobindex.dk/vis-job/h1452453
h1452452,Bankrådgiver med fokus på Private Banking kunder og virksomhedsejere i Holbæk,Engageres du af at levere kvalificeret rådgivning hvor kunderne oplever at vi udfordrer deres beslutninger ved at synliggøre deres behov og skaber værdi med rådgivningen,2024-03-15,Holbæk,https://www.jobindex.dk/vis-job/h1452452
h1452450,Sælger til vores nye butik,Har du en passion for salg og kundeservice Er du klar til at være en del af vores spændende rejse i vores helt nye butik Så er du måske vores kommende sælger,2024-03-15,Fredericia,https://www.jobindex.dk/vis-job/h1452450
h1452446,Arbejdsmand til weekendhold,Ambitionerne for offshore vind er store og vi skal vækste for at kunne levere vores del af puslespillet for at det hele kan gå op Det kræver sit hold og vi er derfor på jagt efter endnu en ny kollega der ligesom os brænder for at gøre en forskel,2024-03-15,Aalborg Ø,https://www.jobindex.dk/vis-job/h1452446
h1452441,Intern Salgsmedarbejder,Din hovedopgave vil være at fremme salget af vores omfattende sortiment med særlig vægt på transmissionsprodukter og tekniske artikler herunder lejer rullekæder kileremme og pneumatik,2024-03-15,Hørning,https://www.jobindex.dk/vis-job/h1452441
h1452438,Microsoft Dynamics365 CE Senior Arkitekt til spændende projekter,Vil du arbejde for en af de dygtigste partnere indenfor Microsoft 365CE Har du erfaring med at drive større komplekse ITløsninger indenfor CEområdet,2024-03-15,Tranbjerg og Ballerup,https://www.jobindex.dk/vis-job/h1452438
h1452437,Laboratory Leader,Are you excited to help our Danish team further integrate into our EMEA Laboratory  Operations structure,2024-03-15,Ballerup,https://www.jobindex.dk/vis-job/h1452437
h1452435,Økonomielev,Vil du have en praktisk uddannelse inden for økonomiområdet og kickstarte dit arbejdsliv ,2024-03-15,København V,https://www.jobindex.dk/vis-job/h1452435
h1452433,Socialpædagogsocialrådgiver,Banebryderne søger socialpædagog eller socialrådgiver til Krydsfeltet i Haslev,2024-03-15,Haslev,https://www.jobindex.dk/vis-job/h1452433
h1452432,Accounting Assistant,Er du en engageret og pålidelig regnskabsprofessionel med øje for detaljer Har du erfaring med regnskab og sætter en ære i at udføre kvalitetsarbejde,2024-03-15,Middelfart,https://www.jobindex.dk/vis-job/h1452432
h1452430,Vi søger en Skolehjemsassistent til vores elevhotel,Brænder du for sport og kreative events sammen med unge mennesker der er under uddannelse vil du medvirke til at skabe de bedste rammer med spændende aktiviteter for deres ophold på ZBCs elevhotel,2024-03-15,Slagelse,https://www.jobindex.dk/vis-job/h1452430
h1452426,Allround kontorelev,Har du lyst til at blive en del af en virksomhed med dedikerede kolleger et godt socialt arbejdsmiljø og spændende karrieremuligheder,2024-03-15,Hjallerup,https://www.jobindex.dk/vis-job/h1452426
h1452419,Er du en erfaren PMO Manager med stort drive og har du lyst til at styre vores samlede projektportefølje,Din rolle bliver en kombination af ansvar for vores PMO men også selvstændigt projektansvar fra AZ herunder projektleverancer ressourcer og tidsfrister samt løbende opfølgning på fremskridt og analyse af effekter ,2024-03-15,Brøndby,https://www.jobindex.dk/vis-job/h1452419
h1452418,Accountant,Som Accountant vil du spille en vigtig rolle i vores finansafdeling på 7 og du vil gøre en forskel for at skabe en effektiv og velfungerende proces ,2024-03-15,Køge,https://www.jobindex.dk/vis-job/h1452418
h1452414,Planning Coordinator til vækstvirksomhed,Er du teamplayer og kan du kommunikere på tværs af en organisation Så har du nu chancen for at blive en del af en vækstvirksomhed der har fokus på medarbejderne som den vigtigste ressource og målrettet investerer i det bedste arbejdsmiljø ,2024-03-15,Nørresundby,https://www.jobindex.dk/vis-job/h1452414
h1452410,Production Planner med flair for IT,Ser du IT som dit fortrukne værktøj til at planlægge og optimere løsning af opgaver og er du klar til dit næste karriereskridt i en virksomhed i kraftig vækst,2024-03-15,Nørresundby,https://www.jobindex.dk/vis-job/h1452410
h1452409,Sælger til Davidsen Nr Nebel,Hos Davidsen går salg og faglig rådgivning hånd i hånd Derfor arbejder vi hver dag målrettet på at udvikle os selv og hinanden i mødet med vores kunder,2024-03-15,Nørre Nebel,https://www.jobindex.dk/vis-job/h1452409
h1452404,Design Coordinator for Kvadrat Acoustics,,2024-03-15,Nordhavn,https://www.jobindex.dk/vis-job/h1452404
h1452403,Salgssupporter,Vi søger en salgssupporter til vores erhvervsafdeling som med udgangspunkt i vores afdeling i Aarhus kan fastholde og udbygge vores store fokus på salget til erhvervslivet ,2024-03-15,Aarhus V,https://www.jobindex.dk/vis-job/h1452403
h1452397,Salgsrådgiver til Roskilde,Arbejder du i dagligvarebranchen tøjbranchen eller inden for personlig pleje og er klar på nye muligheder,2024-03-15,unknown,https://www.jobindex.dk/vis-job/h1452397
h1452394,Erfaren skatterådgiver  bliv del af et fællesskab med fokus på compliance indenfor selskabsskat,Til vores Compliance  Wealthafdeling har vi brug for flere gode kollegaer til at være en del af det hold der fokuserer på at hjælpe vores kunder med at holde styr på selskabsskatten og de mange skattemæssige rapporteringer ,2024-03-15,Hellerup,https://www.jobindex.dk/vis-job/h1452394
h1452389,Maritim Data Specialist søges til Prøvetanken,Flume Tank North Sea AS er Europas største bølge og strømningstank beliggende i Hirtshals Anlægget ejes af Nordsøen Forskerpark og driften er siden 1 oktober 2023 varetaget af datterselskabet Flume Tank North Sea AS I Prøvetanken testes udstyr til fiskeri akvakultur og andre undervandsinstallationer,2024-03-15,Hirtshals,https://www.jobindex.dk/vis-job/h1452389
h1452388,Student Worker Indirect Tax,Er du i gang med en uddannelse inden for erhvervsjura og økonomi og har du lyst til at prøve kræfter med danske og internationale problemstillinger inden for moms og afgifter,2024-03-15,Randers SV,https://www.jobindex.dk/vis-job/h1452388
h1452386,Lagerchef til vores afdeling i Kolding,Kunne du tænke dig et spændende og udviklende job i autobranchen Er du et ordensmenneske og god til at navigere i en travl og omskiftelig hverdag med mange deadlines Er du en god personaleleder,2024-03-15,Kolding,https://www.jobindex.dk/vis-job/h1452386
h1452384,Erfaren tjener til succesfulde Brasserie Bordeaux,Tjener til et team hvor vi har det sjovt sammen,2024-03-15,Odense C,https://www.jobindex.dk/vis-job/h1452384
h1452378,Bliv Scrum Master hos Sydbank Aabenraa og skab fremtidens ITløsninger,Er du klar til at være en central figur i videreudviklingen af vores highend produkter og skabe resultater i et agilt miljø Så er dette din mulighed,2024-03-15,Aabenraa,https://www.jobindex.dk/vis-job/h1452378
h1452376,Pædagogiske medarbejdere med flyverfunktion søges til botilbud i Nordsjælland,Er fleksibiltet i arbejdslivet vigtigt for dig Drømmer du om et godt arbejdsmiljø hvor der er let til grin ,2024-03-15,Græsted,https://www.jobindex.dk/vis-job/h1452376
h1452375,HabitusHuset Brøndbyskoven søger pædagogisk medarbejder,Sætter du en ære i din faglighed Har du lyst til at være en del af et dedikeret team som arbejder fokuseret på at skabe de bedste rammer for brugere med autismespektrumforstyrrelser,2024-03-15,Brøndby,https://www.jobindex.dk/vis-job/h1452375
h1452371,MENY Domus Vista søger erfaren medarbejder til delikatessen med mulighed for ledelsesansvar,Har du lyst til at arbejde med friske råvarer og lave god mad,2024-03-15,Frederiksberg,https://www.jobindex.dk/vis-job/h1452371
h1452368,Kan du lide at lave mad Så er det dig vi mangler i MENY Domus Vista,Vil du være med til at lave salater smørrebrød lune deller eller mad ud af huset Og er du klar til en hverdag med masser af gode kundeoplevelser og kollegastunder ,2024-03-15,Frederiksberg,https://www.jobindex.dk/vis-job/h1452368
